team_id,team_name,map_name,games_played,wins,losses,win_rate,rounds_won,rounds_lost,round_diff_ratio
97,NRG,ascent,3,2,1,66.7,33,33,1.0
79,Cloud9,lotus,5,5,0,100.0,68,56,1.21
96,G2 Esports,split,5,3,2,60.0,54,47,1.15
96,G2 Esports,pearl,2,2,0,100.0,26,19,1.37
48457,KRÜ Esports,icebox,5,1,4,20.0,43,59,0.73
81,MIBR (1),ascent,3,0,3,0.0,23,39,0.59
48457,KRÜ Esports,bind,3,1,2,33.3,27,32,0.84
79,Cloud9,ascent,3,0,3,0.0,21,39,0.54
1611,Leviatán Esports,split,3,1,2,33.3,24,32,0.75
281,,,26,13,13,50.0,,,
337,100 Thieves,breeze,1,1,0,100.0,13,7,1.86
99,FURIA,icebox,5,3,2,60.0,45,54,0.83
81,MIBR (1),lotus,5,2,3,40.0,51,65,0.78
53367,2GAME eSports,pearl,1,0,1,0.0,5,13,0.38
97,NRG,lotus,5,4,1,80.0,55,46,1.2
1611,Leviatán Esports,pearl,1,1,0,100.0,13,5,2.6
99,FURIA,bind,3,1,2,33.3,22,35,0.63
96,G2 Esports,corrode,1,0,1,0.0,8,13,0.62
79,Cloud9,bind,2,1,1,50.0,25,25,1.0
3412,LOUD (1),split,3,1,2,33.3,35,38,0.92
3412,LOUD (1),pearl,2,1,1,50.0,25,24,1.04
48457,KRÜ Esports,lotus,5,3,2,60.0,59,48,1.23
281,Evil Geniuses,sunset,3,2,1,66.7,34,29,1.17
281,Evil Geniuses,fracture,1,1,0,100.0,13,9,1.44
1079,Sentinels,haven,2,1,1,50.0,22,17,1.29
99,FURIA,ascent,2,1,1,50.0,20,22,0.91
79,Cloud9,icebox,2,1,1,50.0,18,23,0.78
79,Cloud9,split,1,0,1,0.0,8,13,0.62
96,G2 Esports,lotus,9,6,3,66.7,111,88,1.26
97,,,11,5,6,45.5,,,
3412,LOUD (1),bind,4,2,2,50.0,42,48,0.88
3412,LOUD (1),icebox,5,2,3,40.0,45,54,0.83
1611,Leviatán Esports,ascent,5,3,2,60.0,58,54,1.07
79,Cloud9,pearl,3,1,2,33.3,33,27,1.22
97,NRG,corrode,1,1,0,100.0,13,10,1.3
53367,2GAME eSports,ascent,1,0,1,0.0,9,13,0.69
1611,,,11,4,7,36.4,,,
99,FURIA,lotus,6,2,4,33.3,50,67,0.75
81,MIBR (1),bind,2,0,2,0.0,15,26,0.58
48457,KRÜ Esports,ascent,6,3,3,50.0,65,58,1.12
81,MIBR (1),icebox,3,2,1,66.7,32,26,1.23
337,100 Thieves,haven,5,1,4,20.0,40,62,0.65
97,NRG,bind,3,1,2,33.3,30,36,0.83
3412,LOUD (1),corrode,1,0,1,0.0,9,13,0.69
97,NRG,icebox,1,1,0,100.0,13,11,1.18
99,FURIA,breeze,3,0,3,0.0,26,39,0.67
96,G2 Esports,sunset,1,0,1,0.0,8,13,0.62
337,100 Thieves,bind,7,5,2,71.4,87,68,1.28
96,G2 Esports,fracture,2,1,1,50.0,24,18,1.33
337,100 Thieves,icebox,6,1,5,16.7,58,71,0.82
337,,,16,7,9,43.8,,,
97,NRG,haven,3,1,2,33.3,36,32,1.13
81,MIBR (1),haven,4,3,1,75.0,50,40,1.25
