id,game_id,series_id,player_id,player_name,team_id,agent,final_money,final_loadout_value,final_net_worth,total_kills,total_deaths,total_assists,total_headshots
5a5d6f54-28fd-469f-b2b7-59019793fa62_94,5a5d6f54-28fd-469f-b2b7-59019793fa62,2819681,94,Zellsis,1079,vyse,2900,0,2900,15,13,2,7
5a5d6f54-28fd-469f-b2b7-59019793fa62_287,5a5d6f54-28fd-469f-b2b7-59019793fa62,2819681,287,zekken,1079,neon,400,300,700,22,15,11,17
5a5d6f54-28fd-469f-b2b7-59019793fa62_2512,5a5d6f54-28fd-469f-b2b7-59019793fa62,2819681,2512,johnqt,1079,viper,2250,1300,3550,14,11,5,7
5a5d6f54-28fd-469f-b2b7-59019793fa62_11013,5a5d6f54-28fd-469f-b2b7-59019793fa62,2819681,11013,N4RRATE,1079,fade,2550,1400,3950,17,13,4,17
5a5d6f54-28fd-469f-b2b7-59019793fa62_2347,5a5d6f54-28fd-469f-b2b7-59019793fa62,2819681,2347,JAWGEMO,96,yoru,1500,1300,2800,14,20,9,16
5a5d6f54-28fd-469f-b2b7-59019793fa62_2353,5a5d6f54-28fd-469f-b2b7-59019793fa62,2819681,2353,trent,96,sova,4650,1300,5950,18,16,8,20
5a5d6f54-28fd-469f-b2b7-59019793fa62_2349,5a5d6f54-28fd-469f-b2b7-59019793fa62,2819681,2349,valyn,96,omen,2400,1350,3750,12,15,4,10
5a5d6f54-28fd-469f-b2b7-59019793fa62_2351,5a5d6f54-28fd-469f-b2b7-59019793fa62,2819681,2351,JonahP,96,viper,1800,1000,2800,9,15,4,9
5a5d6f54-28fd-469f-b2b7-59019793fa62_27795,5a5d6f54-28fd-469f-b2b7-59019793fa62,2819681,27795,Player 1,96,vyse,2200,1150,3350,7,17,4,8
1d75dc9a-c49d-4e86-ae32-a710a2182639_727,1d75dc9a-c49d-4e86-ae32-a710a2182639,2819681,727,bang,1079,omen,300,1100,1400,10,14,1,11
1d75dc9a-c49d-4e86-ae32-a710a2182639_94,1d75dc9a-c49d-4e86-ae32-a710a2182639,2819681,94,Zellsis,1079,deadlock,2450,1400,3850,12,16,8,10
1d75dc9a-c49d-4e86-ae32-a710a2182639_287,1d75dc9a-c49d-4e86-ae32-a710a2182639,2819681,287,zekken,1079,yoru,2000,1450,3450,9,16,5,10
1d75dc9a-c49d-4e86-ae32-a710a2182639_2512,1d75dc9a-c49d-4e86-ae32-a710a2182639,2819681,2512,johnqt,1079,cypher,2700,1400,4100,10,11,2,11
1d75dc9a-c49d-4e86-ae32-a710a2182639_11013,1d75dc9a-c49d-4e86-ae32-a710a2182639,2819681,11013,N4RRATE,1079,sova,3450,700,4150,14,16,3,10
1d75dc9a-c49d-4e86-ae32-a710a2182639_2347,1d75dc9a-c49d-4e86-ae32-a710a2182639,2819681,2347,JAWGEMO,96,yoru,250,3050,3300,14,14,4,17
1d75dc9a-c49d-4e86-ae32-a710a2182639_2353,1d75dc9a-c49d-4e86-ae32-a710a2182639,2819681,2353,trent,96,sova,1050,150,1200,21,10,12,18
1d75dc9a-c49d-4e86-ae32-a710a2182639_2349,1d75dc9a-c49d-4e86-ae32-a710a2182639,2819681,2349,valyn,96,omen,950,5100,6050,14,12,8,12
1d75dc9a-c49d-4e86-ae32-a710a2182639_2351,1d75dc9a-c49d-4e86-ae32-a710a2182639,2819681,2351,JonahP,96,vyse,1050,4900,5950,14,9,8,10
1d75dc9a-c49d-4e86-ae32-a710a2182639_27795,1d75dc9a-c49d-4e86-ae32-a710a2182639,2819681,27795,Player 1,96,chamber,900,7000,7900,10,10,3,6
9c95a847-ca63-4511-96f7-abbd348c0d9f_727,9c95a847-ca63-4511-96f7-abbd348c0d9f,2819681,727,bang,1079,omen,200,1450,1650,16,17,5,16
9c95a847-ca63-4511-96f7-abbd348c0d9f_94,9c95a847-ca63-4511-96f7-abbd348c0d9f,2819681,94,Zellsis,1079,vyse,300,1300,1600,18,16,6,15
9c95a847-ca63-4511-96f7-abbd348c0d9f_287,9c95a847-ca63-4511-96f7-abbd348c0d9f,2819681,287,zekken,1079,raze,100,1700,1800,26,18,9,17
9c95a847-ca63-4511-96f7-abbd348c0d9f_2512,9c95a847-ca63-4511-96f7-abbd348c0d9f,2819681,2512,johnqt,1079,viper,300,1500,1800,14,15,5,9
9c95a847-ca63-4511-96f7-abbd348c0d9f_11013,9c95a847-ca63-4511-96f7-abbd348c0d9f,2819681,11013,N4RRATE,1079,fade,100,4900,5000,17,18,9,8
9c95a847-ca63-4511-96f7-abbd348c0d9f_2347,9c95a847-ca63-4511-96f7-abbd348c0d9f,2819681,2347,JAWGEMO,96,yoru,550,1300,1850,19,17,5,14
9c95a847-ca63-4511-96f7-abbd348c0d9f_2353,9c95a847-ca63-4511-96f7-abbd348c0d9f,2819681,2353,trent,96,tejo,350,1300,1650,10,16,6,4
9c95a847-ca63-4511-96f7-abbd348c0d9f_2349,9c95a847-ca63-4511-96f7-abbd348c0d9f,2819681,2349,valyn,96,omen,500,1550,2050,26,17,14,19
9c95a847-ca63-4511-96f7-abbd348c0d9f_2351,9c95a847-ca63-4511-96f7-abbd348c0d9f,2819681,2351,JonahP,96,fade,400,1000,1400,16,20,8,10
9c95a847-ca63-4511-96f7-abbd348c0d9f_27795,9c95a847-ca63-4511-96f7-abbd348c0d9f,2819681,27795,Player 1,96,viper,600,1300,1900,13,21,6,10
bcf8a377-5f93-4a0b-b0a3-31d00ed9d70d_32268,bcf8a377-5f93-4a0b-b0a3-31d00ed9d70d,2819682,32268,silentzz,53367,jett,350,1150,1500,18,15,10,8
bcf8a377-5f93-4a0b-b0a3-31d00ed9d70d_32032,bcf8a377-5f93-4a0b-b0a3-31d00ed9d70d,2819682,32032,spikeziN,53367,kay/o,100,1000,1100,11,19,5,11
bcf8a377-5f93-4a0b-b0a3-31d00ed9d70d_32033,bcf8a377-5f93-4a0b-b0a3-31d00ed9d70d,2819682,32033,Lz,53367,omen,200,600,800,12,18,6,13
bcf8a377-5f93-4a0b-b0a3-31d00ed9d70d_3315,bcf8a377-5f93-4a0b-b0a3-31d00ed9d70d,2819682,3315,gobera,53367,cypher,0,0,0,7,19,1,10
bcf8a377-5f93-4a0b-b0a3-31d00ed9d70d_32030,bcf8a377-5f93-4a0b-b0a3-31d00ed9d70d,2819682,32030,pryze,53367,sova,50,300,350,15,14,6,13
bcf8a377-5f93-4a0b-b0a3-31d00ed9d70d_2347,bcf8a377-5f93-4a0b-b0a3-31d00ed9d70d,2819682,2347,JAWGEMO,96,yoru,3850,4350,8200,22,12,11,19
bcf8a377-5f93-4a0b-b0a3-31d00ed9d70d_2353,bcf8a377-5f93-4a0b-b0a3-31d00ed9d70d,2819682,2353,trent,96,sova,7150,5700,12850,18,12,7,15
bcf8a377-5f93-4a0b-b0a3-31d00ed9d70d_2349,bcf8a377-5f93-4a0b-b0a3-31d00ed9d70d,2819682,2349,valyn,96,omen,2450,5450,7900,11,11,2,9
bcf8a377-5f93-4a0b-b0a3-31d00ed9d70d_2351,bcf8a377-5f93-4a0b-b0a3-31d00ed9d70d,2819682,2351,JonahP,96,vyse,200,1800,2000,19,14,8,13
bcf8a377-5f93-4a0b-b0a3-31d00ed9d70d_709,bcf8a377-5f93-4a0b-b0a3-31d00ed9d70d,2819682,709,BABYBAY,96,chamber,1400,7700,9100,15,14,5,7
2b087d1b-80fa-4fa3-bf94-d80f3441c526_32268,2b087d1b-80fa-4fa3-bf94-d80f3441c526,2819682,32268,silentzz,53367,iso,50,200,250,12,16,4,13
2b087d1b-80fa-4fa3-bf94-d80f3441c526_32032,2b087d1b-80fa-4fa3-bf94-d80f3441c526,2819682,32032,spikeziN,53367,yoru,200,1600,1800,13,16,5,14
2b087d1b-80fa-4fa3-bf94-d80f3441c526_32033,2b087d1b-80fa-4fa3-bf94-d80f3441c526,2819682,32033,Lz,53367,omen,150,900,1050,6,14,0,8
2b087d1b-80fa-4fa3-bf94-d80f3441c526_3315,2b087d1b-80fa-4fa3-bf94-d80f3441c526,2819682,3315,gobera,53367,cypher,0,800,800,9,15,3,8
2b087d1b-80fa-4fa3-bf94-d80f3441c526_32030,2b087d1b-80fa-4fa3-bf94-d80f3441c526,2819682,32030,pryze,53367,sova,150,400,550,9,16,6,8
2b087d1b-80fa-4fa3-bf94-d80f3441c526_2347,2b087d1b-80fa-4fa3-bf94-d80f3441c526,2819682,2347,JAWGEMO,96,yoru,3500,5200,8700,8,13,6,5
2b087d1b-80fa-4fa3-bf94-d80f3441c526_2353,2b087d1b-80fa-4fa3-bf94-d80f3441c526,2819682,2353,trent,96,fade,3300,1450,4750,19,10,13,10
2b087d1b-80fa-4fa3-bf94-d80f3441c526_2349,2b087d1b-80fa-4fa3-bf94-d80f3441c526,2819682,2349,valyn,96,omen,2550,3900,6450,23,9,5,13
2b087d1b-80fa-4fa3-bf94-d80f3441c526_2351,2b087d1b-80fa-4fa3-bf94-d80f3441c526,2819682,2351,JonahP,96,viper,2000,3900,5900,19,8,10,13
2b087d1b-80fa-4fa3-bf94-d80f3441c526_709,2b087d1b-80fa-4fa3-bf94-d80f3441c526,2819682,709,BABYBAY,96,vyse,1500,4900,6400,8,9,2,5
c966fd7f-f575-4695-b523-f7864a96e5e3_272,c966fd7f-f575-4695-b523-f7864a96e5e3,2819683,272,tuyz,99,omen,300,500,800,10,16,3,9
c966fd7f-f575-4695-b523-f7864a96e5e3_48,c966fd7f-f575-4695-b523-f7864a96e5e3,2819683,48,Heat,99,viper,550,1600,2150,10,13,1,7
c966fd7f-f575-4695-b523-f7864a96e5e3_42,c966fd7f-f575-4695-b523-f7864a96e5e3,2819683,42,Urango,99,sage,150,1600,1750,5,14,1,8
c966fd7f-f575-4695-b523-f7864a96e5e3_206,c966fd7f-f575-4695-b523-f7864a96e5e3,2819683,206,adverso,99,sova,100,1200,1300,13,15,4,12
c966fd7f-f575-4695-b523-f7864a96e5e3_32038,c966fd7f-f575-4695-b523-f7864a96e5e3,2819683,32038,Palla,99,neon,50,400,450,11,18,3,11
c966fd7f-f575-4695-b523-f7864a96e5e3_727,c966fd7f-f575-4695-b523-f7864a96e5e3,2819683,727,bang,1079,omen,400,1500,1900,13,11,3,12
c966fd7f-f575-4695-b523-f7864a96e5e3_94,c966fd7f-f575-4695-b523-f7864a96e5e3,2819683,94,Zellsis,1079,breach,2300,4900,7200,12,9,8,10
c966fd7f-f575-4695-b523-f7864a96e5e3_287,c966fd7f-f575-4695-b523-f7864a96e5e3,2819683,287,zekken,1079,neon,1450,2000,3450,24,12,14,15
c966fd7f-f575-4695-b523-f7864a96e5e3_2512,c966fd7f-f575-4695-b523-f7864a96e5e3,2819683,2512,johnqt,1079,cypher,400,3700,4100,10,7,8,8
c966fd7f-f575-4695-b523-f7864a96e5e3_11013,c966fd7f-f575-4695-b523-f7864a96e5e3,2819683,11013,N4RRATE,1079,fade,300,600,900,17,10,5,17
aef88b0f-95d8-454a-a044-5e1bb9a5cb4c_272,aef88b0f-95d8-454a-a044-5e1bb9a5cb4c,2819683,272,tuyz,99,omen,300,150,450,3,13,1,3
aef88b0f-95d8-454a-a044-5e1bb9a5cb4c_48,aef88b0f-95d8-454a-a044-5e1bb9a5cb4c,2819683,48,Heat,99,viper,400,0,400,9,13,1,8
aef88b0f-95d8-454a-a044-5e1bb9a5cb4c_42,aef88b0f-95d8-454a-a044-5e1bb9a5cb4c,2819683,42,Urango,99,killjoy,300,0,300,3,13,1,2
aef88b0f-95d8-454a-a044-5e1bb9a5cb4c_206,aef88b0f-95d8-454a-a044-5e1bb9a5cb4c,2819683,206,adverso,99,sova,300,400,700,8,12,6,3
aef88b0f-95d8-454a-a044-5e1bb9a5cb4c_32038,aef88b0f-95d8-454a-a044-5e1bb9a5cb4c,2819683,32038,Palla,99,waylay,300,0,300,9,12,3,10
aef88b0f-95d8-454a-a044-5e1bb9a5cb4c_727,aef88b0f-95d8-454a-a044-5e1bb9a5cb4c,2819683,727,bang,1079,viper,100,500,600,11,6,1,7
aef88b0f-95d8-454a-a044-5e1bb9a5cb4c_94,aef88b0f-95d8-454a-a044-5e1bb9a5cb4c,2819683,94,Zellsis,1079,killjoy,0,400,400,17,8,6,11
aef88b0f-95d8-454a-a044-5e1bb9a5cb4c_287,aef88b0f-95d8-454a-a044-5e1bb9a5cb4c,2819683,287,zekken,1079,jett,0,0,0,11,9,2,8
aef88b0f-95d8-454a-a044-5e1bb9a5cb4c_2512,aef88b0f-95d8-454a-a044-5e1bb9a5cb4c,2819683,2512,johnqt,1079,sage,0,400,400,9,5,6,6
aef88b0f-95d8-454a-a044-5e1bb9a5cb4c_11013,aef88b0f-95d8-454a-a044-5e1bb9a5cb4c,2819683,11013,N4RRATE,1079,sova,0,500,500,15,4,5,15
986b8b5c-c633-4cce-930c-0f2d9b0bec92_10621,986b8b5c-c633-4cce-930c-0f2d9b0bec92,2819677,10621,okeanos,1611,brimstone,350,1650,2000,18,17,7,14
986b8b5c-c633-4cce-930c-0f2d9b0bec92_2343,986b8b5c-c633-4cce-930c-0f2d9b0bec92,2819677,2343,tex,1611,gekko,2200,2100,4300,13,13,10,11
986b8b5c-c633-4cce-930c-0f2d9b0bec92_207,986b8b5c-c633-4cce-930c-0f2d9b0bec92,2819677,207,kiNgg,1611,viper,4600,3300,7900,8,12,2,10
986b8b5c-c633-4cce-930c-0f2d9b0bec92_2515,986b8b5c-c633-4cce-930c-0f2d9b0bec92,2819677,2515,C0M,1611,fade,2300,1200,3500,10,14,4,10
986b8b5c-c633-4cce-930c-0f2d9b0bec92_14826,986b8b5c-c633-4cce-930c-0f2d9b0bec92,2819677,14826,Sato,1611,yoru,500,1300,1800,31,15,11,28
986b8b5c-c633-4cce-930c-0f2d9b0bec92_277,986b8b5c-c633-4cce-930c-0f2d9b0bec92,2819677,277,pANcada,3412,brimstone,0,400,400,9,15,2,6
986b8b5c-c633-4cce-930c-0f2d9b0bec92_1812,986b8b5c-c633-4cce-930c-0f2d9b0bec92,2819677,1812,cauanzin,3412,gekko,50,1000,1050,8,18,6,7
986b8b5c-c633-4cce-930c-0f2d9b0bec92_1686,986b8b5c-c633-4cce-930c-0f2d9b0bec92,2819677,1686,RobbieBk,3412,skye,200,1400,1600,12,15,3,11
986b8b5c-c633-4cce-930c-0f2d9b0bec92_32337,986b8b5c-c633-4cce-930c-0f2d9b0bec92,2819677,32337,luk xo,3412,viper,300,600,900,17,14,5,14
986b8b5c-c633-4cce-930c-0f2d9b0bec92_10901,986b8b5c-c633-4cce-930c-0f2d9b0bec92,2819677,10901,Virtyy,3412,raze,0,800,800,25,18,10,14
99ee9f1f-1ca1-4b3b-8090-b4465478fcaf_10621,99ee9f1f-1ca1-4b3b-8090-b4465478fcaf,2819677,10621,okeanos,1611,kay/o,2200,1300,3500,7,18,3,8
99ee9f1f-1ca1-4b3b-8090-b4465478fcaf_2343,99ee9f1f-1ca1-4b3b-8090-b4465478fcaf,2819677,2343,tex,1611,cypher,350,500,850,16,17,8,13
99ee9f1f-1ca1-4b3b-8090-b4465478fcaf_207,99ee9f1f-1ca1-4b3b-8090-b4465478fcaf,2819677,207,kiNgg,1611,omen,650,900,1550,8,16,4,7
99ee9f1f-1ca1-4b3b-8090-b4465478fcaf_2515,99ee9f1f-1ca1-4b3b-8090-b4465478fcaf,2819677,2515,C0M,1611,sova,300,400,700,22,12,8,12
99ee9f1f-1ca1-4b3b-8090-b4465478fcaf_14826,99ee9f1f-1ca1-4b3b-8090-b4465478fcaf,2819677,14826,Sato,1611,jett,2500,1450,3950,17,17,9,19
99ee9f1f-1ca1-4b3b-8090-b4465478fcaf_277,99ee9f1f-1ca1-4b3b-8090-b4465478fcaf,2819677,277,pANcada,3412,omen,650,1000,1650,10,16,2,11
99ee9f1f-1ca1-4b3b-8090-b4465478fcaf_1812,99ee9f1f-1ca1-4b3b-8090-b4465478fcaf,2819677,1812,cauanzin,3412,kay/o,1450,4300,5750,15,16,4,13
99ee9f1f-1ca1-4b3b-8090-b4465478fcaf_1686,99ee9f1f-1ca1-4b3b-8090-b4465478fcaf,2819677,1686,RobbieBk,3412,sova,3950,1300,5250,12,13,6,10
99ee9f1f-1ca1-4b3b-8090-b4465478fcaf_32337,99ee9f1f-1ca1-4b3b-8090-b4465478fcaf,2819677,32337,luk xo,3412,cypher,4500,1000,5500,24,13,13,19
99ee9f1f-1ca1-4b3b-8090-b4465478fcaf_10901,99ee9f1f-1ca1-4b3b-8090-b4465478fcaf,2819677,10901,Virtyy,3412,jett,1500,5350,6850,19,12,5,10
00891f98-65bc-4f88-ae3b-0fd434938b46_10621,00891f98-65bc-4f88-ae3b-0fd434938b46,2819677,10621,okeanos,1611,harbor,250,750,1000,20,17,2,20
00891f98-65bc-4f88-ae3b-0fd434938b46_2343,00891f98-65bc-4f88-ae3b-0fd434938b46,2819677,2343,tex,1611,killjoy,200,1000,1200,17,18,9,18
00891f98-65bc-4f88-ae3b-0fd434938b46_207,00891f98-65bc-4f88-ae3b-0fd434938b46,2819677,207,kiNgg,1611,viper,0,1600,1600,21,14,5,17
00891f98-65bc-4f88-ae3b-0fd434938b46_2515,00891f98-65bc-4f88-ae3b-0fd434938b46,2819677,2515,C0M,1611,sova,0,2000,2000,11,21,1,7
00891f98-65bc-4f88-ae3b-0fd434938b46_14826,00891f98-65bc-4f88-ae3b-0fd434938b46,2819677,14826,Sato,1611,jett,0,550,550,14,19,4,11
00891f98-65bc-4f88-ae3b-0fd434938b46_277,00891f98-65bc-4f88-ae3b-0fd434938b46,2819677,277,pANcada,3412,viper,1750,1600,3350,28,16,3,25
00891f98-65bc-4f88-ae3b-0fd434938b46_1812,00891f98-65bc-4f88-ae3b-0fd434938b46,2819677,1812,cauanzin,3412,sova,4800,5500,10300,10,17,3,6
00891f98-65bc-4f88-ae3b-0fd434938b46_1686,00891f98-65bc-4f88-ae3b-0fd434938b46,2819677,1686,RobbieBk,3412,killjoy,3150,1000,4150,13,18,2,13
00891f98-65bc-4f88-ae3b-0fd434938b46_32337,00891f98-65bc-4f88-ae3b-0fd434938b46,2819677,32337,luk xo,3412,omen,3550,5450,9000,21,17,7,16
00891f98-65bc-4f88-ae3b-0fd434938b46_10901,00891f98-65bc-4f88-ae3b-0fd434938b46,2819677,10901,Virtyy,3412,jett,2000,1650,3650,17,15,5,9
5845fede-66f2-4949-88dc-8a50c56c4ff0_14,5845fede-66f2-4949-88dc-8a50c56c4ff0,2819679,14,aspas,81,raze,1800,700,2500,17,11,8,5
5845fede-66f2-4949-88dc-8a50c56c4ff0_10630,5845fede-66f2-4949-88dc-8a50c56c4ff0,2819679,10630,Verno,81,fade,2250,850,3100,12,10,7,9
5845fede-66f2-4949-88dc-8a50c56c4ff0_2837,5845fede-66f2-4949-88dc-8a50c56c4ff0,2819679,2837,artzin,81,yoru,1750,400,2150,14,15,6,8
5845fede-66f2-4949-88dc-8a50c56c4ff0_3320,5845fede-66f2-4949-88dc-8a50c56c4ff0,2819679,3320,cortezia,81,vyse,1950,4000,5950,15,13,3,17
5845fede-66f2-4949-88dc-8a50c56c4ff0_629,5845fede-66f2-4949-88dc-8a50c56c4ff0,2819679,629,xenom,81,astra,2500,1800,4300,10,10,2,9
5845fede-66f2-4949-88dc-8a50c56c4ff0_77,5845fede-66f2-4949-88dc-8a50c56c4ff0,2819679,77,keznitdeuS,48457,omen,1350,1650,3000,13,14,2,15
5845fede-66f2-4949-88dc-8a50c56c4ff0_28813,5845fede-66f2-4949-88dc-8a50c56c4ff0,2819679,28813,Dantedeu5,48457,neon,4400,1750,6150,7,15,3,8
5845fede-66f2-4949-88dc-8a50c56c4ff0_208,5845fede-66f2-4949-88dc-8a50c56c4ff0,2819679,208,Melser,48457,fade,1300,2000,3300,15,13,5,12
5845fede-66f2-4949-88dc-8a50c56c4ff0_3078,5845fede-66f2-4949-88dc-8a50c56c4ff0,2819679,3078,Shyy,48457,vyse,2500,1300,3800,11,13,0,8
5845fede-66f2-4949-88dc-8a50c56c4ff0_74,5845fede-66f2-4949-88dc-8a50c56c4ff0,2819679,74,Mazino,48457,viper,5200,2000,7200,13,13,6,10
f0cc0f5d-c79a-4fa1-9fc7-d7471e3d3596_14,f0cc0f5d-c79a-4fa1-9fc7-d7471e3d3596,2819679,14,aspas,81,jett,0,1000,1000,14,12,6,15
f0cc0f5d-c79a-4fa1-9fc7-d7471e3d3596_10630,f0cc0f5d-c79a-4fa1-9fc7-d7471e3d3596,2819679,10630,Verno,81,sova,0,1100,1100,3,14,1,3
f0cc0f5d-c79a-4fa1-9fc7-d7471e3d3596_2837,f0cc0f5d-c79a-4fa1-9fc7-d7471e3d3596,2819679,2837,artzin,81,kay/o,0,200,200,4,14,2,4
f0cc0f5d-c79a-4fa1-9fc7-d7471e3d3596_3320,f0cc0f5d-c79a-4fa1-9fc7-d7471e3d3596,2819679,3320,cortezia,81,killjoy,0,1000,1000,5,12,3,3
f0cc0f5d-c79a-4fa1-9fc7-d7471e3d3596_629,f0cc0f5d-c79a-4fa1-9fc7-d7471e3d3596,2819679,629,xenom,81,omen,300,1300,1600,7,13,2,9
f0cc0f5d-c79a-4fa1-9fc7-d7471e3d3596_77,f0cc0f5d-c79a-4fa1-9fc7-d7471e3d3596,2819679,77,keznitdeuS,48457,yoru,400,1000,1400,22,6,11,13
f0cc0f5d-c79a-4fa1-9fc7-d7471e3d3596_28813,f0cc0f5d-c79a-4fa1-9fc7-d7471e3d3596,2819679,28813,Dantedeu5,48457,jett,300,4000,4300,8,8,3,7
f0cc0f5d-c79a-4fa1-9fc7-d7471e3d3596_208,f0cc0f5d-c79a-4fa1-9fc7-d7471e3d3596,2819679,208,Melser,48457,omen,1400,2400,3800,12,5,6,10
f0cc0f5d-c79a-4fa1-9fc7-d7471e3d3596_3078,f0cc0f5d-c79a-4fa1-9fc7-d7471e3d3596,2819679,3078,Shyy,48457,cypher,300,400,700,10,6,9,3
f0cc0f5d-c79a-4fa1-9fc7-d7471e3d3596_74,f0cc0f5d-c79a-4fa1-9fc7-d7471e3d3596,2819679,74,Mazino,48457,sova,350,4050,4400,13,8,2,13
7428070d-1707-4a58-a76b-0cb4c78670d7_14,7428070d-1707-4a58-a76b-0cb4c78670d7,2819679,14,aspas,81,yoru,1750,1550,3300,10,15,1,7
7428070d-1707-4a58-a76b-0cb4c78670d7_10630,7428070d-1707-4a58-a76b-0cb4c78670d7,2819679,10630,Verno,81,sova,1950,1300,3250,8,16,3,7
7428070d-1707-4a58-a76b-0cb4c78670d7_2837,7428070d-1707-4a58-a76b-0cb4c78670d7,2819679,2837,artzin,81,iso,300,1000,1300,17,18,6,12
7428070d-1707-4a58-a76b-0cb4c78670d7_3320,7428070d-1707-4a58-a76b-0cb4c78670d7,2819679,3320,cortezia,81,cypher,300,1900,2200,17,16,4,15
7428070d-1707-4a58-a76b-0cb4c78670d7_629,7428070d-1707-4a58-a76b-0cb4c78670d7,2819679,629,xenom,81,omen,300,2450,2750,14,14,5,13
7428070d-1707-4a58-a76b-0cb4c78670d7_77,7428070d-1707-4a58-a76b-0cb4c78670d7,2819679,77,keznitdeuS,48457,iso,1600,1000,2600,22,11,13,17
7428070d-1707-4a58-a76b-0cb4c78670d7_28813,7428070d-1707-4a58-a76b-0cb4c78670d7,2819679,28813,Dantedeu5,48457,yoru,1300,3300,4600,16,13,9,12
7428070d-1707-4a58-a76b-0cb4c78670d7_208,7428070d-1707-4a58-a76b-0cb4c78670d7,2819679,208,Melser,48457,omen,1950,3800,5750,16,15,8,12
7428070d-1707-4a58-a76b-0cb4c78670d7_3078,7428070d-1707-4a58-a76b-0cb4c78670d7,2819679,3078,Shyy,48457,cypher,2000,1300,3300,9,13,4,7
7428070d-1707-4a58-a76b-0cb4c78670d7_74,7428070d-1707-4a58-a76b-0cb4c78670d7,2819679,74,Mazino,48457,sova,1800,400,2200,16,14,10,11
62c2f358-4bcc-4073-bad2-b06d19ebb3ed_2341,62c2f358-4bcc-4073-bad2-b06d19ebb3ed,2819680,2341,eeiu,337,fade,1800,1000,2800,16,15,7,9
62c2f358-4bcc-4073-bad2-b06d19ebb3ed_2361,62c2f358-4bcc-4073-bad2-b06d19ebb3ed,2819680,2361,Cryo,337,yoru,1450,5900,7350,18,14,5,14
62c2f358-4bcc-4073-bad2-b06d19ebb3ed_2359,62c2f358-4bcc-4073-bad2-b06d19ebb3ed,2819680,2359,Zander,337,viper,0,3300,3300,16,14,5,11
62c2f358-4bcc-4073-bad2-b06d19ebb3ed_119048,62c2f358-4bcc-4073-bad2-b06d19ebb3ed,2819680,119048,kess,337,brimstone,100,550,650,18,15,9,14
62c2f358-4bcc-4073-bad2-b06d19ebb3ed_296,62c2f358-4bcc-4073-bad2-b06d19ebb3ed,2819680,296,Asuna,337,raze,50,900,950,13,16,5,11
62c2f358-4bcc-4073-bad2-b06d19ebb3ed_312,62c2f358-4bcc-4073-bad2-b06d19ebb3ed,2819680,312,skuba,97,viper,0,400,400,16,13,7,11
62c2f358-4bcc-4073-bad2-b06d19ebb3ed_2513,62c2f358-4bcc-4073-bad2-b06d19ebb3ed,2819680,2513,brawk,97,fade,100,200,300,14,18,12,8
62c2f358-4bcc-4073-bad2-b06d19ebb3ed_297,62c2f358-4bcc-4073-bad2-b06d19ebb3ed,2819680,297,Ethan,97,kay/o,50,600,650,18,17,14,18
62c2f358-4bcc-4073-bad2-b06d19ebb3ed_2340,62c2f358-4bcc-4073-bad2-b06d19ebb3ed,2819680,2340,s0m,97,brimstone,50,950,1000,15,16,6,13
62c2f358-4bcc-4073-bad2-b06d19ebb3ed_2358,62c2f358-4bcc-4073-bad2-b06d19ebb3ed,2819680,2358,mada,97,raze,150,400,550,11,17,8,11
4c38094b-345a-4640-ae9e-7680dbabe4d2_2341,4c38094b-345a-4640-ae9e-7680dbabe4d2,2819680,2341,eeiu,337,sova,5100,5500,10600,19,6,8,12
4c38094b-345a-4640-ae9e-7680dbabe4d2_2361,4c38094b-345a-4640-ae9e-7680dbabe4d2,2819680,2361,Cryo,337,yoru,950,1450,2400,13,11,4,8
4c38094b-345a-4640-ae9e-7680dbabe4d2_2359,4c38094b-345a-4640-ae9e-7680dbabe4d2,2819680,2359,Zander,337,omen,4950,2050,7000,16,7,8,12
4c38094b-345a-4640-ae9e-7680dbabe4d2_119048,4c38094b-345a-4640-ae9e-7680dbabe4d2,2819680,119048,kess,337,cypher,1300,1500,2800,15,7,2,14
4c38094b-345a-4640-ae9e-7680dbabe4d2_296,4c38094b-345a-4640-ae9e-7680dbabe4d2,2819680,296,Asuna,337,neon,1100,1300,2400,14,9,3,13
4c38094b-345a-4640-ae9e-7680dbabe4d2_312,4c38094b-345a-4640-ae9e-7680dbabe4d2,2819680,312,skuba,97,viper,150,400,550,8,13,5,5
4c38094b-345a-4640-ae9e-7680dbabe4d2_2513,4c38094b-345a-4640-ae9e-7680dbabe4d2,2819680,2513,brawk,97,sova,100,1100,1200,13,16,8,7
4c38094b-345a-4640-ae9e-7680dbabe4d2_297,4c38094b-345a-4640-ae9e-7680dbabe4d2,2819680,297,Ethan,97,omen,450,150,600,6,17,3,5
4c38094b-345a-4640-ae9e-7680dbabe4d2_2340,4c38094b-345a-4640-ae9e-7680dbabe4d2,2819680,2340,s0m,97,deadlock,50,400,450,4,15,1,5
4c38094b-345a-4640-ae9e-7680dbabe4d2_2358,4c38094b-345a-4640-ae9e-7680dbabe4d2,2819680,2358,mada,97,neon,50,1300,1350,9,16,3,10
da8a31ce-c9c0-4822-a0a2-6809fd279376_2341,da8a31ce-c9c0-4822-a0a2-6809fd279376,2819684,2341,eeiu,337,sova,3050,5900,8950,18,9,12,14
da8a31ce-c9c0-4822-a0a2-6809fd279376_2361,da8a31ce-c9c0-4822-a0a2-6809fd279376,2819684,2361,Cryo,337,chamber,1300,5400,6700,15,5,5,4
